package,test,result,log,elapsed_seconds,completed_runs
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPolicyCatalogMigrationsPromoteLegacySchemaWithoutDualWrite,pass,rcc-goose-t3-integration.jsonl,23.37,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPolicyMigrationRunsWithoutAccountSchemaOrHTTPConfiguration,pass,rcc-goose-t3-integration.jsonl,14.97,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPolicyReplacementAndDisableAffectTheNextQuery,pass,rcc-goose-t3-integration.jsonl,13.11,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationActionCompetitionAndTableOrder,pass,rcc-goose-t3-integration.jsonl,11.21,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationAtomicPersistenceFailures,pass,rcc-goose-t3-integration.jsonl,9.3,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationAtomicPersistenceFailures/rcc_publication_commands,pass,rcc-goose-t3-integration.jsonl,0.09,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationAtomicPersistenceFailures/rcc_record_versions,pass,rcc-goose-t3-integration.jsonl,0.09,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationAtomicPersistenceFailures/rcc_refresh_notifications,pass,rcc-goose-t3-integration.jsonl,0.09,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationAtomicPersistenceFailures/rcc_release_orders,pass,rcc-goose-t3-integration.jsonl,0.09,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationAtomicPersistenceFailures/rcc_release_requests,pass,rcc-goose-t3-integration.jsonl,0.09,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationAtomicPersistenceFailures/rcc_release_targets,pass,rcc-goose-t3-integration.jsonl,0.08,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationAtomicPersistenceFailures/rcc_table_publications,pass,rcc-goose-t3-integration.jsonl,0.08,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationCommitUnknownSurvivesExecutableRestart,pass,rcc-goose-t3-integration.jsonl,21.14,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationFloatIdentityMaintenanceKeepsOldVersions,pass,rcc-goose-t3-integration.jsonl,10.22,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationFloatValuesAndIdentityRoundTrip,pass,rcc-goose-t3-integration.jsonl,15.92,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationFloatValuesAndIdentityRoundTrip/adjacent_FLOAT_ids_remain_distinct_and_returned_id_is_reusable,pass,rcc-goose-t3-integration.jsonl,1.37,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationFloatValuesAndIdentityRoundTrip/decimal_input_is_converted_to_stored_FLOAT_before_lookup,pass,rcc-goose-t3-integration.jsonl,0.21,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationFloatValuesAndIdentityRoundTrip/double_publication_ids_signed_zero_shares_the_tombstone,pass,rcc-goose-t3-integration.jsonl,0.53,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationFloatValuesAndIdentityRoundTrip/float_publication_ids_signed_zero_shares_the_tombstone,pass,rcc-goose-t3-integration.jsonl,0.48,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationFloatValuesAndIdentityRoundTrip/ordinary_FLOAT_final_value_is_lossless,pass,rcc-goose-t3-integration.jsonl,0.91,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationFrozenChangesAndDescriptions,pass,rcc-goose-t3-integration.jsonl,10.04,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationIdentityCanonicalAndDelete,pass,rcc-goose-t3-integration.jsonl,9.85,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationPublisherHistoryAndApprovalSurvivesRevocation,pass,rcc-goose-t3-integration.jsonl,9.36,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationRejectsImplicitWritesAndAuditSpoofing,pass,rcc-goose-t3-integration.jsonl,11.01,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationRejectsImplicitWritesAndAuditSpoofing/0,pass,rcc-goose-t3-integration.jsonl,0.18,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationRejectsImplicitWritesAndAuditSpoofing/1,pass,rcc-goose-t3-integration.jsonl,0.16,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationRejectsImplicitWritesAndAuditSpoofing/2,pass,rcc-goose-t3-integration.jsonl,0.15,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationRejectsImplicitWritesAndAuditSpoofing/3,pass,rcc-goose-t3-integration.jsonl,0.15,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationRejectsImplicitWritesAndAuditSpoofing/4,pass,rcc-goose-t3-integration.jsonl,0.15,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationRejectsImplicitWritesAndAuditSpoofing/5,pass,rcc-goose-t3-integration.jsonl,0.15,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationRejectsUnknownNonAutoIncrementIdentity,pass,rcc-goose-t3-integration.jsonl,10.36,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationRejectsUntrackedCascade,pass,rcc-goose-t3-integration.jsonl,8.67,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationSessionCannotBeReusedAfterTransaction,pass,rcc-goose-t3-integration.jsonl,8.9,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationSessionLocksHiddenForeignKeyDDL,pass,rcc-goose-t3-integration.jsonl,14.24,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationStoredRowsAreVerifiedBeforeReadOrReplay,pass,rcc-goose-t3-integration.jsonl,10.99,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestPublicationSupportsTargetRowTrigger,pass,rcc-goose-t3-integration.jsonl,9.17,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryFailsClosedWhenLiveSchemaBecomesInvalid,pass,rcc-goose-t3-integration.jsonl,11.93,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryFailsClosedWhenPolicyCatalogIsUnavailable,pass,rcc-goose-t3-integration.jsonl,11.64,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyAppliesMembershipNullAndEmptyStringSemantics,pass,rcc-goose-t3-integration.jsonl,13.28,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyAppliesMembershipNullAndEmptyStringSemantics/empty_string_is_data,pass,rcc-goose-t3-integration.jsonl,0.02,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyAppliesMembershipNullAndEmptyStringSemantics/in,pass,rcc-goose-t3-integration.jsonl,0.24,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyAppliesMembershipNullAndEmptyStringSemantics/is_not_null,pass,rcc-goose-t3-integration.jsonl,0.03,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyAppliesMembershipNullAndEmptyStringSemantics/is_null,pass,rcc-goose-t3-integration.jsonl,0.02,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyAppliesMembershipNullAndEmptyStringSemantics/not_in,pass,rcc-goose-t3-integration.jsonl,0.02,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyAppliesOpenAndClosedRanges,pass,rcc-goose-t3-integration.jsonl,14.57,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyAppliesOpenAndClosedRanges/closed_range_includes_both_boundaries,pass,rcc-goose-t3-integration.jsonl,0.12,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyAppliesOpenAndClosedRanges/one_open_boundary_is_enough,pass,rcc-goose-t3-integration.jsonl,0.05,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyAppliesOpenAndClosedRanges/open_range_excludes_both_boundaries,pass,rcc-goose-t3-integration.jsonl,0.44,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyContainsTreatsWildcardsAndEscapeCharacterLiterally,pass,rcc-goose-t3-integration.jsonl,14.19,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyEnforcesLimitsAndRequestSortWithoutCorrection,pass,rcc-goose-t3-integration.jsonl,14.16,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyHTTPLifecyclePersistsAndFailsClosed,pass,rcc-goose-t3-integration.jsonl,13.66,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyMapsDatabaseTimeoutToSafeGatewayTimeout,pass,rcc-goose-t3-integration.jsonl,15.56,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyParsesConditionValuesByLiveType,pass,rcc-goose-t3-integration.jsonl,14.49,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyParsesConditionValuesByLiveType/boolean_value,pass,rcc-goose-t3-integration.jsonl,0.04,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyParsesConditionValuesByLiveType/date_value,pass,rcc-goose-t3-integration.jsonl,0.04,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyParsesConditionValuesByLiveType/datetime_value,pass,rcc-goose-t3-integration.jsonl,0.04,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyParsesConditionValuesByLiveType/decimal_value,pass,rcc-goose-t3-integration.jsonl,0.04,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyParsesConditionValuesByLiveType/enum_value,pass,rcc-goose-t3-integration.jsonl,0.04,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyParsesConditionValuesByLiveType/float_value,pass,rcc-goose-t3-integration.jsonl,0.04,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyParsesConditionValuesByLiveType/invalid_boolean_value_exact,pass,rcc-goose-t3-integration.jsonl,0.02,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyParsesConditionValuesByLiveType/invalid_date_value_exact,pass,rcc-goose-t3-integration.jsonl,0.02,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyParsesConditionValuesByLiveType/invalid_datetime_value_exact,pass,rcc-goose-t3-integration.jsonl,0.02,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyParsesConditionValuesByLiveType/invalid_decimal_value_exact,pass,rcc-goose-t3-integration.jsonl,0.02,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyParsesConditionValuesByLiveType/invalid_float_value_exact,pass,rcc-goose-t3-integration.jsonl,0.02,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyParsesConditionValuesByLiveType/invalid_json_value_exact,pass,rcc-goose-t3-integration.jsonl,0.02,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyParsesConditionValuesByLiveType/invalid_json_value_open_range,pass,rcc-goose-t3-integration.jsonl,0.02,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyParsesConditionValuesByLiveType/invalid_signed_big_contains,pass,rcc-goose-t3-integration.jsonl,0.02,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyParsesConditionValuesByLiveType/invalid_signed_big_exact,pass,rcc-goose-t3-integration.jsonl,0.02,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyParsesConditionValuesByLiveType/invalid_time_value_exact,pass,rcc-goose-t3-integration.jsonl,0.02,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyParsesConditionValuesByLiveType/invalid_timestamp_value_exact,pass,rcc-goose-t3-integration.jsonl,0.02,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyParsesConditionValuesByLiveType/invalid_unsigned_big_exact,pass,rcc-goose-t3-integration.jsonl,0.02,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyParsesConditionValuesByLiveType/json_value,pass,rcc-goose-t3-integration.jsonl,0.04,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyParsesConditionValuesByLiveType/signed_big,pass,rcc-goose-t3-integration.jsonl,0.42,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyParsesConditionValuesByLiveType/time_value,pass,rcc-goose-t3-integration.jsonl,0.04,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyParsesConditionValuesByLiveType/timestamp_value,pass,rcc-goose-t3-integration.jsonl,0.04,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyParsesConditionValuesByLiveType/unsigned_big,pass,rcc-goose-t3-integration.jsonl,0.04,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyParsesConditionValuesByLiveType/varchar_value,pass,rcc-goose-t3-integration.jsonl,0.04,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyQuotesManagedTableNameAsIdentifier,pass,rcc-goose-t3-integration.jsonl,11.52,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyRejectsEveryUnsupportedFullRowType,pass,rcc-goose-t3-integration.jsonl,13.9,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyRejectsEveryUnsupportedFullRowType/binary_value,pass,rcc-goose-t3-integration.jsonl,0.32,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyRejectsEveryUnsupportedFullRowType/bit_value,pass,rcc-goose-t3-integration.jsonl,0.07,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyRejectsEveryUnsupportedFullRowType/blob_value,pass,rcc-goose-t3-integration.jsonl,0.05,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyRejectsEveryUnsupportedFullRowType/set_value,pass,rcc-goose-t3-integration.jsonl,0.09,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyRejectsEveryUnsupportedFullRowType/spatial_value,pass,rcc-goose-t3-integration.jsonl,0.07,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyRejectsEveryUnsupportedFullRowType/varbinary_value,pass,rcc-goose-t3-integration.jsonl,0.04,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicyReturnsEverySupportedLiveTypeAsLosslessJSONString,pass,rcc-goose-t3-integration.jsonl,12.17,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicySnapshotCorruptionFailsClosed,pass,rcc-goose-t3-integration.jsonl,103.77,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicySnapshotCorruptionFailsClosed/Draft_Mutation_Policy,pass,rcc-goose-t3-integration.jsonl,17.57,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicySnapshotCorruptionFailsClosed/Draft_Query_Policy,pass,rcc-goose-t3-integration.jsonl,14.18,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicySnapshotCorruptionFailsClosed/Policy_cannot_relax_platform_page_limit,pass,rcc-goose-t3-integration.jsonl,10.79,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicySnapshotCorruptionFailsClosed/missing_Mutation_Policy,pass,rcc-goose-t3-integration.jsonl,11.53,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicySnapshotCorruptionFailsClosed/missing_Query_Policy,pass,rcc-goose-t3-integration.jsonl,13.66,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicySnapshotCorruptionFailsClosed/missing_default_order_column,pass,rcc-goose-t3-integration.jsonl,13.3,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicySnapshotCorruptionFailsClosed/unknown_Mutation_Type,pass,rcc-goose-t3-integration.jsonl,10.82,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQueryPolicySnapshotCorruptionFailsClosed/unknown_Query_Type,pass,rcc-goose-t3-integration.jsonl,11.92,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQuerySnapshotSessionCannotBeReusedAfterTransaction,pass,rcc-goose-t3-integration.jsonl,13.45,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQuickRollbackCanTerminateAtAcceptedPublicationCapacity,pass,rcc-goose-t3-integration.jsonl,11.58,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQuickRollbackCompetesWithCompletionAndOtherRollbacks,pass,rcc-goose-t3-integration.jsonl,10.23,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQuickRollbackCompetesWithCompletionAndOtherRollbacks/complete,pass,rcc-goose-t3-integration.jsonl,0.26,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQuickRollbackCompetesWithCompletionAndOtherRollbacks/quick-distinct-key,pass,rcc-goose-t3-integration.jsonl,0.35,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQuickRollbackCompetesWithCompletionAndOtherRollbacks/quick-same-key,pass,rcc-goose-t3-integration.jsonl,0.33,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQuickRollbackConstraintFailureRollsBackEarlierItems,pass,rcc-goose-t3-integration.jsonl,9.94,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQuickRollbackPersistenceFailuresPreserveValuesVersionsHistoryAndTargets,pass,rcc-goose-t3-integration.jsonl,10.74,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQuickRollbackPersistenceFailuresPreserveValuesVersionsHistoryAndTargets/rcc_publication_commands_INSERT,pass,rcc-goose-t3-integration.jsonl,0.18,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQuickRollbackPersistenceFailuresPreserveValuesVersionsHistoryAndTargets/rcc_record_versions_UPDATE,pass,rcc-goose-t3-integration.jsonl,0.19,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQuickRollbackPersistenceFailuresPreserveValuesVersionsHistoryAndTargets/rcc_refresh_notifications_INSERT,pass,rcc-goose-t3-integration.jsonl,0.17,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQuickRollbackPersistenceFailuresPreserveValuesVersionsHistoryAndTargets/rcc_release_orders_INSERT,pass,rcc-goose-t3-integration.jsonl,0.17,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQuickRollbackPersistenceFailuresPreserveValuesVersionsHistoryAndTargets/rcc_release_orders_UPDATE,pass,rcc-goose-t3-integration.jsonl,0.17,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQuickRollbackPersistenceFailuresPreserveValuesVersionsHistoryAndTargets/rcc_release_requests_UPDATE,pass,rcc-goose-t3-integration.jsonl,0.17,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQuickRollbackPersistenceFailuresPreserveValuesVersionsHistoryAndTargets/rcc_release_targets_DELETE,pass,rcc-goose-t3-integration.jsonl,0.17,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQuickRollbackPersistenceFailuresPreserveValuesVersionsHistoryAndTargets/rcc_table_publications_UPDATE,pass,rcc-goose-t3-integration.jsonl,0.2,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQuickRollbackPreviewShowsWholeRestorationWithoutWriting,pass,rcc-goose-t3-integration.jsonl,10.85,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQuickRollbackRejectsChangedSchemaRulesAndRecordVersions,pass,rcc-goose-t3-integration.jsonl,10.46,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQuickRollbackRejectsDatabaseEffectsThatCannotRestoreOriginalValues,pass,rcc-goose-t3-integration.jsonl,10.49,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQuickRollbackRejectsUnversionedExternalChangesBeforePreviewAndExecution,pass,rcc-goose-t3-integration.jsonl,10.17,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQuickRollbackRequiresItsOriginalRetainedTargets,pass,rcc-goose-t3-integration.jsonl,10.13,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQuickRollbackRestoresMixedPublicationAndReplaysActualResult,pass,rcc-goose-t3-integration.jsonl,11.82,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestQuickRollbackUsesCurrentRolesAndRequiresReviewedVersionDigestAndReason,pass,rcc-goose-t3-integration.jsonl,10.21,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestRecordVersionAddDeleteRecreateAndRollback,pass,rcc-goose-t3-integration.jsonl,17.25,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestRecordVersionCompareAndSwap,pass,rcc-goose-t3-integration.jsonl,9.2,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestRecordVersionControlStorageFailureRollsBackBusinessWrites,pass,rcc-goose-t3-integration.jsonl,11.33,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestRecordVersionLegacyBaseline,pass,rcc-goose-t3-integration.jsonl,11.98,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestRecordVersionLosslessMaintenanceFloor,pass,rcc-goose-t3-integration.jsonl,10.33,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestRecordVersionMySQLPrimaryKeyEquivalence,pass,rcc-goose-t3-integration.jsonl,16.66,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestRecordVersionMySQLPrimaryKeyEquivalence/record_identity_ci,pass,rcc-goose-t3-integration.jsonl,0.8,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestRecordVersionMySQLPrimaryKeyEquivalence/record_identity_decimal,pass,rcc-goose-t3-integration.jsonl,0.54,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestRecordVersionMySQLPrimaryKeyEquivalence/record_identity_pad,pass,rcc-goose-t3-integration.jsonl,0.52,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestRecordVersionMySQLPrimaryKeyEquivalence/record_identity_timestamp,pass,rcc-goose-t3-integration.jsonl,0.59,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestRecordVersionRealConcurrentWriters,pass,rcc-goose-t3-integration.jsonl,12.97,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestRecordVersionRejectsNonTransactionalBusinessWrite,pass,rcc-goose-t3-integration.jsonl,9.66,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestRecordVersionSchemaReadinessAndRestartableMigration,pass,rcc-goose-t3-integration.jsonl,10.25,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestRecordVersionSnapshotAndIndependentResources,pass,rcc-goose-t3-integration.jsonl,12.19,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestRegisteredAccountIsViewer,pass,rcc-goose-t3-integration.jsonl,9.32,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestRelationalMutationPolicyExecutesAuthorizationAutoFillAndOperationsInOneSnapshot,pass,rcc-goose-t3-integration.jsonl,14.39,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestRelationalMutationPolicyFailsClosedAndRollsBackAtomically,pass,rcc-goose-t3-integration.jsonl,13.14,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestRelationalMutationPolicyFailsClosedAndRollsBackAtomically/Draft_reference,pass,rcc-goose-t3-integration.jsonl,0.01,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestRelationalMutationPolicyFailsClosedAndRollsBackAtomically/missing_definition,pass,rcc-goose-t3-integration.jsonl,0.01,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestRelationalMutationPolicyFailsClosedAndRollsBackAtomically/unknown_Type,pass,rcc-goose-t3-integration.jsonl,0.01,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestRelationalMutationPolicyIsSoleAuthorizationSourceAndDeprecatedExecutes,pass,rcc-goose-t3-integration.jsonl,12.57,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestReleaseApprovalCurrentRolesAndHistory,pass,rcc-goose-t3-integration.jsonl,9.94,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestReleaseAutoIncrementZeroIdentity,pass,rcc-goose-t3-integration.jsonl,10.21,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestReleaseBatchBudgetRetainsCancellationHeadroom,pass,rcc-goose-t3-integration.jsonl,11.67,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestReleaseBatchCopyInvalidItemIsLocated,pass,rcc-goose-t3-integration.jsonl,8.29,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestReleaseBatchDuplicateIdentityDoesNotReplaceDraft,pass,rcc-goose-t3-integration.jsonl,8.39,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestReleaseBatchEdgeAutoIncrementAndIndependentRequests,pass,rcc-goose-t3-integration.jsonl,9.84,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestReleaseBatchEdgeDraftValidation,pass,rcc-goose-t3-integration.jsonl,10.27,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestReleaseBatchEdgeDraftValidation/collation-existing,pass,rcc-goose-t3-integration.jsonl,0.03,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestReleaseBatchEdgeDraftValidation/collation-missing-add,pass,rcc-goose-t3-integration.jsonl,0.03,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestReleaseBatchEdgeDraftValidation/cross-table,pass,rcc-goose-t3-integration.jsonl,0.04,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestReleaseBatchEdgeDraftValidation/invalid-later-field,pass,rcc-goose-t3-integration.jsonl,0.16,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestReleaseBatchEdgeDraftValidation/numeric-existing,pass,rcc-goose-t3-integration.jsonl,0.04,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestReleaseBatchEdgeDraftValidation/numeric-missing-add,pass,rcc-goose-t3-integration.jsonl,0.04,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestReleaseBatchEdgeDraftValidation/pad-space-existing,pass,rcc-goose-t3-integration.jsonl,0.03,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestReleaseBatchEdgeDraftValidation/pad-space-missing-add,pass,rcc-goose-t3-integration.jsonl,0.04,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestReleaseBatchEdgeIndependentUniqueConflict,pass,rcc-goose-t3-integration.jsonl,9.41,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestReleaseBatchEdgeMidwayConstraintRollback,pass,rcc-goose-t3-integration.jsonl,10.21,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestReleaseBatchEdgeMidwayConstraintRollback/check,pass,rcc-goose-t3-integration.jsonl,0.2,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestReleaseBatchEdgeMidwayConstraintRollback/unique,pass,rcc-goose-t3-integration.jsonl,0.17,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestReleaseBatchEdgeOverlappingSubmissions,pass,rcc-goose-t3-integration.jsonl,10.11,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestReleaseBatchEdgeRequestLimitsPreserveDraft,pass,rcc-goose-t3-integration.jsonl,8.25,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestReleaseBatchEdgeRequestLimitsPreserveDraft/1001,pass,rcc-goose-t3-integration.jsonl,0.01,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestReleaseBatchEdgeRequestLimitsPreserveDraft/body,pass,rcc-goose-t3-integration.jsonl,0,1
github.com/asherzj/relational-config-center/admin/cmd/admin,TestReleaseBatchEdgeRequestLimitsPreserveDraft/empty,pass,rcc-goose-t3-integration.jsonl,0.01,1
